role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Dinesh Agrawal
Designation","agerial Personnel) Rules, 2014 is not required to be furnished since none of the employees of the Company has received rem",,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/660313cb-65f8-4fee-bd7a-2924f5f39005.pdf
Chairman,Hukam Chand Daga,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/660313cb-65f8-4fee-bd7a-2924f5f39005.pdf
Chairman,Niharika Verma,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/660313cb-65f8-4fee-bd7a-2924f5f39005.pdf
Chairman,"Roma Ashok 
Balwani",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/be6dc591-0582-4b8c-81b1-ed99ba4bb559.pdf
Chairman,Shashi Kumar,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532734/69185532734.pdf
Chairman,Sunil Duggal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/be6dc591-0582-4b8c-81b1-ed99ba4bb559.pdf
CFO,Sanjay Bothra,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532734/74512532734.pdf
Chairman,Bhirgu Nath Ojha,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532734/74512532734.pdf
Chairman,Bhrigu Nath Ojha,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532734/69185532734.pdf
Chairman,Biswajit Choudhuri,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532734/69185532734.pdf
Chairman,Brighunath Ojha,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fa525f06-8092-4e5a-a8f1-6a6f27999796.pdf
Chairman,Neha Sunil Huddar,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/be6dc591-0582-4b8c-81b1-ed99ba4bb559.pdf
Managing Director,Bajrang Lal Agrawal,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532734/69185532734.pdf
Managing Director,"Dinesh Agrawal
Designation","agerial Personnel) Rules, 2014 is not required to be furnished since none of the employees of the Company has received re",,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532734/69185532734.pdf
Managing Director,Shashi Kumar,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fa525f06-8092-4e5a-a8f1-6a6f27999796.pdf
