role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Bikramjit Ahluwalia,"notice in writing from Dr. Sheela Bhide, herself, be and is hereby appointed as Director of the Company to hold office",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Managing Director,Bikramjit Ahluwalia,"mit of the Company upto ` 5,000 Crores. The Board of Directors of your Co",,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9063796-5169-4e3b-98e0-ad61934ee482.pdf
Managing Director,Shobhit Uppal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e89593b6-d5ce-44e4-b007-90f25defa50c.pdf
Managing Director,Vikas Ahluwalia,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e89593b6-d5ce-44e4-b007-90f25defa50c.pdf
CFO,Satbeer Singh,(CFO) 3Mr. Vipin Kumar Tiwari Company Secretary (CS) STATEMENT ON DECLARATION OF INDEPENDENT DIRECTORS Your Company has r,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Chairman,Arun Kumar,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9063796-5169-4e3b-98e0-ad61934ee482.pdf
Chairman,Arun Kumar Gupta,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Chairman,Mohinder Sahlot,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Chairman,"Rajendra Prashad 
GuptaNew",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Chairman,Rajendra Prashad Gupta,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/75681532811.pdf
Chairman,Sushil Chandra,hereunder and includes such other functions as maybe assigned to it by the Board from time to time. The Committee has adeq,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/70247532811_05_10_21.pdf
Managing Director,Sanjiv Sharma,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532811/75681532811.pdf
Managing Director,Shobhit Uppal Deputy,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/aa92c323-0ef2-496f-8650-4d4d456d71a8.pdf
