role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Achin Gupta,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4070b137-2a68-4790-8821-268ff7c4e408.pdf
Managing Director,Sharmila Paranjpe,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4070b137-2a68-4790-8821-268ff7c4e408.pdf
CFO,"Achin Gupta
Global",,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4070b137-2a68-4790-8821-268ff7c4e408.pdf
CFO,"Ashish Adukia
Global",,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b1af9c1-e37f-4ff0-8583-a71bff16fb42.pdf
Chairman,Umang Vohra,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500087/74053500087.pdf
Managing Director,Abhijit Joshi,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/674f8305-0979-4722-ad6c-b7915c00c1d8.pdf
Managing Director,Umang Vohra,"ector of the Company effective 29th July, 2022, be and is hereby appointed as an Independent Director of the Company fo",,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/500087/74053500087.pdf
CFO,"Robert Stewart
Global",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9ec11f08-4ca3-4060-8cd4-2cfad0af4959.pdf
CFO,"Samina Hamied
Global",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b1af9c1-e37f-4ff0-8583-a71bff16fb42.pdf
CFO,"Samina Hamied
Interim",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500087/74053500087.pdf
CFO,"Sharmila Paranjpe
Global",,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/674f8305-0979-4722-ad6c-b7915c00c1d8.pdf
