role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Karan Adani,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b5f12f7-052d-4799-9f46-ba55878f25b5.pdf
Chairman,Priti Adani,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f027bdf7-10f1-4cd3-9745-bca536b91013.pdf
Chairman,Shailesh Haribhakti,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500410/72946500410.pdf
Managing Director,Neeraj Akhoury,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500410/72946500410.pdf
Managing Director,"Sridhar 
Balakrishnan",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500410/72946500410.pdf
CEO,Ajay Kapur,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b5f12f7-052d-4799-9f46-ba55878f25b5.pdf
CFO,Vinod Bahety,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8b5f12f7-052d-4799-9f46-ba55878f25b5.pdf
CFO,Yatin Malhotra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500410/72946500410.pdf
