role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Ramesh Chandak 
Non",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cccc9600-e0d9-4d0f-990e-b31f3d4c83d0.pdf
Managing Director,Tribhuvanprasad Rameshwarlal Kabra,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fca0f0ef-172a-4d57-bba5-1b94ff7029f9.pdf
