role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jaspal Singh Chandock,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3a400068-0771-45c8-b6b7-6a23602625ae.pdf
Chairman,Jaspalsingh Chandock,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/531112/71375531112.pdf
Chairman,Raghvendra Raj Mehta,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/531112/76284531112.pdf
Chairman,Trimaan Chandock,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b28edfde-6f1e-44fd-81da-90d180830419.pdf
Managing Director,Jaikaran Chandock,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/531112/71375531112.pdf
Managing Director,Jaspalsingh Chandock,,,"FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/531112/76284531112.pdf
Managing Director,Trimaan Chandock,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/531112/71375531112.pdf
Managing Director,Trimaan Chandok,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/909ac842-7f5d-4391-a5d1-a159f5aae4d6.pdf
Chairman,Aakash Joshi,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b28edfde-6f1e-44fd-81da-90d180830419.pdf
Chairman,Radheshyam Soni,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/531112/76284531112.pdf
Managing Director,Yatin Mehta,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/531112/71375531112.pdf
