role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Krishnamurthy Venugopala Tenneti,a Tenneti* Dr. Sanjay Suresh Parikh has ceased to be a member ofthe Audit Committee w.e.f 15 July 2026.Nomination and Remu,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1461432-d0da-4938-84cc-03582464e914.pdf
Chairman,Manish Gupta,optimism. With the belief that there is much to be learned and unlocked as enduring values for an industry that is commi,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1461432-d0da-4938-84cc-03582464e914.pdf
CFO,Suhas Prabhu,"he Company’s policy is to maintain an appropriate ba lance of executive, non-executive and independent directors to ensure",,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/04cd4545-e397-49d0-a4e6-491582728dbb.pdf
