role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Indumati Gopinathan,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9adb609-4e7a-4476-a9d8-cc2797f9550b.pdf
Chairman,Nishant	Amilal	Shah,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0968c504-a217-40ac-ad14-7387b8e5e6a0.pdf
Chairman,Prapti	Ishwar	Gilada,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0968c504-a217-40ac-ad14-7387b8e5e6a0.pdf
Chairman,Rahul Franklin Guha,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0968c504-a217-40ac-ad14-7387b8e5e6a0.pdf
Managing Director,Rahul Franklin Guha,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0968c504-a217-40ac-ad14-7387b8e5e6a0.pdf
CFO,Vikram Gupta,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0968c504-a217-40ac-ad14-7387b8e5e6a0.pdf
Chairman,Prapti Gilada,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9adb609-4e7a-4476-a9d8-cc2797f9550b.pdf
Chairman,Rahul Guha,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9adb609-4e7a-4476-a9d8-cc2797f9550b.pdf
Managing Director,Dharmil Sheth,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/539871/73662539871_15_07_22.pdf
Managing Director,Rahul Guha,"anagement, Jamshedpur, Jharkhand. He also holds a MBBS degree certificate from the Maharashtra University of Health Sciences",University of Bombay. He has over 26 years of experience in the legal profession. He has been an Independe,"FY2022,FY2023,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/539871/73662539871_15_07_22.pdf
Managing Director,"Rahul Guha
Chairman",,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9adb609-4e7a-4476-a9d8-cc2797f9550b.pdf
CFO,Alok Kumar Jagnani,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9adb609-4e7a-4476-a9d8-cc2797f9550b.pdf
CFO,Sachin Salvi,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/539871/73662539871_15_07_22.pdf
