role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Kanika Agnihotri
Members",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b945c787-ab25-48e3-b56f-28d4a39a2927.pdf
Chairman,Naveen Jindal,iversity rankings 2021. Mr. Jindal completed his MBA from the University of Texas at Dallas (UTD) in 1992. In recognition,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532286/72202532286.pdf
Chairman,"Naveen Jindal
Non",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1838e8ae-5936-448d-8af2-eb7aa7b1ba85.pdf
Chairman,"Sabyasachi  
Bandyopadhyay
Members",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b945c787-ab25-48e3-b56f-28d4a39a2927.pdf
Chairman,Savitri Jindal,,,"FY2021,FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532286/72202532286.pdf
Chairman,Shivani Wazir Pasrich,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b945c787-ab25-48e3-b56f-28d4a39a2927.pdf
CFO,Mayank Gupta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b945c787-ab25-48e3-b56f-28d4a39a2927.pdf
Chairman,Bhaskar Chatterjee,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1838e8ae-5936-448d-8af2-eb7aa7b1ba85.pdf
Chairman,Sabyasachi Bandyopadhyay,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/1838e8ae-5936-448d-8af2-eb7aa7b1ba85.pdf
Managing Director,Bimlendra Jha,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/77036532286.pdf
Managing Director,Damodar Mittal,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebfda395-ca3b-44dc-8f00-099873231373.pdf
Managing Director,Dinesh Kumar Saraogi,Mechanical Engineer with a degree in Management (MBA Marketing).Mr. Dinesh Kumar Saraogi Whole-time Director Mr. Dinesh Ku,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/72202532286.pdf
Managing Director,Naveen Jindal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/77036532286.pdf
Managing Director,Ramkumar Ramaswamy,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/77036532286.pdf
Managing Director,Ramkumar Ramswamy,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/77036532286.pdf
Managing Director,Sabyasachi Bandyopadhyay,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebfda395-ca3b-44dc-8f00-099873231373.pdf
Managing Director,Sunil Agrawal,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebfda395-ca3b-44dc-8f00-099873231373.pdf
Managing Director,Sunil Kumar Agrawal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/77036532286.pdf
Managing Director,Vidya Rattan Sharma,,"ng technocrat with more than 37 years of experience in Steel, Power, Cement and Mining Industry. At",FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532286/72202532286.pdf
