role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Pawan Kumar Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7fe4c5ac-0211-4b27-85aa-67999493671e.pdf
Chairman,Pradeep Bhagat,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7fe4c5ac-0211-4b27-85aa-67999493671e.pdf
Chairman,Rahul Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Chairman,Rajesh Sharma,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Chairman,Shobha Khatri,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7fe4c5ac-0211-4b27-85aa-67999493671e.pdf
Managing Director,Aanchal Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Managing Director,"Kashi 
Ram Yadav",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Managing Director,Rahul Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Managing Director,Rajesh Sharma,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Managing Director,Seema Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
Managing Director,Rahul JainJoint,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2768341f-4f53-4172-ba68-bcdfb7204aa2.pdf
Managing Director,"Rajesh Sharma
Designation",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532768/70184532768.pdf
CEO,Vineet Sahni,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/da12de8c-d694-43f8-8d80-443aff458617.pdf
