role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Ashwini Deshpande,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c5a8015a-ad38-4e40-a6e4-7451425c2159.pdf
Chairman,Hemant Kamala Jalan,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
Chairman,"Narayanankutty Kottiedath 
Venugopal",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
Chairman,Ravi Nigam,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
Chairman,Sunil Badriprasad Goyal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
Managing Director,Hemant Kamala Jalan,,law. She also has more than 7 years of experience in Corporate Laws and Compliance. KEY MANAGERIAL,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
Managing Director,Hemant Kamala Jalan-,,law. She also has more than 7 years of experience in Corporate Laws and Compliance. KEY MANAGERIAL,"FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543258/74183543258.pdf
CFO,Chetan Bhalchandra Humane,"nts, the name of every Independent Director is to be added in the online database of Independent Directors maintained by I",law. She also has more than 7 years of experience in Corporate Laws and Compliance. KEY MANAGERIAL,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
CFO,Chetan Bhalchandra Humane-,,law. She also has more than 7 years of experience in Corporate Laws and Compliance. KEY MANAGERIAL,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/543258/74183543258.pdf
Chairman,Hemant Jalan,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/444b246f-4fe5-41e6-b427-14462eb660b6.pdf
Chairman,Nupur Garg,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543258/69386543258.pdf
