role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jairam Varadaraj,,,"FY2024,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/55760242-02e8-43a5-80a2-1bcb026ec8d3.pdf
Chairman,Srinivasan Krishnamurthi,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d5eb5301-4fba-4f7e-a4b6-7d7c9492e87c.pdf
Chairman,Srinivasan Ravindran,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d5eb5301-4fba-4f7e-a4b6-7d7c9492e87c.pdf
Chairman,Sudarsan Varadaraj,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d5eb5301-4fba-4f7e-a4b6-7d7c9492e87c.pdf
Managing Director,Jairam Varadaraj,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/522074/73830522074.pdf
CFO,Anvar Jay Varadaraj,r the financial year 2021 -22. This will also be hosted on the Company’s website at www.elgi.com . This is for you,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/522074/73830522074.pdf
CFO,Indranil Sen,"n 161 of the CA 2013, the additional directors hold office until the date of the ens",,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/94e5977c-2e15-4452-8dc9-1477b8d4c047.pdf
Chairman,Ganesh Devaraj,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/522074/73830522074.pdf
Managing Director,Anvar Jay Varadaraj,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/522074/68814522074_09_07_21.pdf
Managing Director,Aruna Thangaraj,r the financial year 2021 -22. This will also be hosted on the Company’s website at www.elgi.com . This is for you,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/522074/73830522074.pdf
CFO,Jairam Varadaraj,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/522074/68814522074_09_07_21.pdf
