role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anu Wakhlu,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5620b38e-fcd9-4152-abb0-dbf9dba75fc6.pdf
Chairman,Apurva Chandra,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5620b38e-fcd9-4152-abb0-dbf9dba75fc6.pdf
Chairman,Rajesh Rathi,"ent and balance I7,495 Lakh (approximately) will be received at the time of conversion of the said Warrants into equiva",,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/22f34c48-fcd9-4229-882e-0263cbd49e66.pdf
Chairman,Ravi Kapoor Cessation,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5620b38e-fcd9-4152-abb0-dbf9dba75fc6.pdf
Chairman,Sudha Navandar,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5620b38e-fcd9-4152-abb0-dbf9dba75fc6.pdf
Managing Director,Ashish Vij,"completed an MSc, a D.B.M. (Diploma in Business Management), a Masters in Management S",,"FY2023,FY2024,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/710455eb-d2d1-425b-9c34-60a93cad9fc8.pdf
Managing Director,Rajesh Rathi,", (c) Specially abled employment, (d) Policies to be gender neutral The Company values and promotes a culture of integrit",,"FY2022,FY2024,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/506655/73787506655.pdf
CFO,Jugal Sahu Cessation,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5620b38e-fcd9-4152-abb0-dbf9dba75fc6.pdf
CFO,Nilkanth Natu,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/506655/73787506655.pdf
Chairman,Pradeep Rathi,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d7879b28-9f22-4a40-87f3-f11059adf383.pdf
Managing Director,Vikas Bhatia,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/506655/68940506655.pdf
