role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Brij Bhushan Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b5269679-b080-4afb-a35e-f56dffbc56e8.pdf
Managing Director,Dev Kumar Tiwari,,,"FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Managing Director,Sanjay Kumar Agarwal,,,"FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Managing Director,Sheetij Agarwal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2ede1e9-a0a7-42d6-a487-c8b5ecc893f7.pdf
Chairman,Kishan Gopal Baldwa,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Chairman,Mahabir Prasad Agarwal,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Managing Director,Bhagwan Shaw,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Managing Director,Deepak Agarwal,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2ede1e9-a0a7-42d6-a487-c8b5ecc893f7.pdf
Managing Director,Deepak Kumar Agarwal,"cs, governance philosophy of the Company is based on the principles of e",,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
Managing Director,Sanjay Agarwal,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2ede1e9-a0a7-42d6-a487-c8b5ecc893f7.pdf
CFO,Shree Kumar Dujari,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543299/75193543299.pdf
