role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Vishal Ajitbhai Mehta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a36354b2-6c60-4610-8de7-a6536fcc270d.pdf
Chairman,Vishal Mehta,HAT the Memorandum of Association of the Company be and is hereby altered by substituting the existing Clause V thereof,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Managing Director,Vishwas Ambalal Patel,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a36354b2-6c60-4610-8de7-a6536fcc270d.pdf
Managing Director,Vishwas Patel,HAT the Memorandum of Association of the Company be and is hereby altered by substituting the existing Clause V thereof,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/626727c8-7e76-4086-9983-6eca72fb45ca.pdf
Chairman,Ajit Mehta,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Chairman,Ajit Mehta Non,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Chairman,Keyoor Bakshi,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Chairman,Roopkishan Dave,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Chairman,Vijaylaxmi Sheth,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
Managing Director,Vishal Mehta,A t the Memorandum of Association of the Company be and is hereby altered by substituting the existing Clause V thereof,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
CFO,"Hiren 
Padhya",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/69995539807.pdf
CFO,Sunil Bhagat,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/539807/75051539807.pdf
