role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Chandrakant Birla,ncial year 2023 -24 is enclosed herewith and can be accessed on the website of the Company at https://orientcement.com/d,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
Chairman,Ravi Kapoor,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8d7b838-c125-41f2-a1b6-ce5ce86c1390.pdf
Chairman,Vinod Bahety,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e8fc79c1-3530-416f-b1fd-09420ef5dfe1.pdf
Managing Director,Vaibhav Dixit,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8d7b838-c125-41f2-a1b6-ce5ce86c1390.pdf
CEO,Desh Deepak Khetrapal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8d7b838-c125-41f2-a1b6-ce5ce86c1390.pdf
CFO,Kajal Sarda,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8d7b838-c125-41f2-a1b6-ce5ce86c1390.pdf
Chairman,CK Birla,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/33df8d91-a68f-4797-86fc-2cb25381158d.pdf
Chairman,Janat Shah,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
Chairman,Rabindranath Jhunjhunwala,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
Chairman,Varsha Vasant Purandare,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
Managing Director,Desh Deepak Khetrapal,"said tenure has been recommended by the Board to be approved by shareholders. During the year under review, following Dir",,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
CFO,Prakash Chand Jain,"on April 13, 2025 has proposed to increase the limit of the managerial remuneration in excess of 5% of the net profits o",,FY2023–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b9b69f9b-506c-4dda-90bd-312c74cef2ef.pdf
CFO,Soumitra Bhattacharyya,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/535754/73399535754.pdf
