role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Bharat Hari Singhania,"irectors of the Company or any committee thereof be and is hereby authorized to do all acts, deeds, matters and things a","ars, is an industrialist with over 68 years of experience in managing various industries including cement,","FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/500380/73861500380.pdf
Chairman,Vinita Singhania,,,"FY2022,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/500380/73861500380.pdf
Managing Director,Shrivats Singhania,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7af8b4b6-edb9-4cc1-aa90-e0b0bd70eb78.pdf
Chairman,Nand Gopal Khaitan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500380/73861500380.pdf
Chairman,Raghupati Singhania,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500380/73861500380.pdf
Chairman,"Vimal 
Bhandari",,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7af8b4b6-edb9-4cc1-aa90-e0b0bd70eb78.pdf
