role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Onkar Kanwar,"cordingly, a 17Special Resolution is required to be passed for the continuation of Directorship of Mr. Onkar Kanwar as No",,FY2022,current,https://www.bseindia.com/bseplus/AnnualReport/500877/73223500877.pdf
Managing Director,Satish Sharma,,,FY2022,current,https://www.bseindia.com/bseplus/AnnualReport/500877/73223500877.pdf
