role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Harinderjit Singh,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532466/68788532466.pdf
Chairman,Jane Murphy,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/867424bf-06fe-4723-8b54-06f7baad0a72.pdf
Chairman,Mrugank Paranjape,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/867424bf-06fe-4723-8b54-06f7baad0a72.pdf
Chairman,Sridhar Srinivasan,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532466/68788532466.pdf
Managing Director,Makarand Padalkar,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532466/68788532466.pdf
CFO,Avadhut Ketkar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/122aba3a-8fd2-4879-a388-5b2c9d318209.pdf
Chairman,Richard Jackson,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532466/68788532466.pdf
Managing Director,Chaitanya Kamat,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532466/68788532466.pdf
Managing Director,"Chaitanya Kamat
Erstwhile",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/122aba3a-8fd2-4879-a388-5b2c9d318209.pdf
Managing Director,Chaitanya Kamat Nil,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532466/73460532466.pdf
Managing Director,Jane Murphy Nil,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532466/73460532466.pdf
CEO,Chaitanya Kamat,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532466/73460532466.pdf
