role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Girija Subramanian,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68ed527a-5ecf-4551-b0d7-3c5ea7c6f2d6.pdf
Chairman,"Neerja 
Kapur","of 152 of Companies Act, 2013 and being eligible, be and is hereby re-appointed as Director of the Company” SPECIAL BUSINE",,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ede66b23-b1df-4db7-919f-aa65915b3396.pdf
Managing Director,"Girija Subramanian
Chairman-cum",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68ed527a-5ecf-4551-b0d7-3c5ea7c6f2d6.pdf
Managing Director,Neerja Kapur Chairman-cum,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ede66b23-b1df-4db7-919f-aa65915b3396.pdf
Managing Director,Nid-hu Saxena,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/76a14c80-25d8-4517-8d84-2903c88a12d8.pdf
Managing Director,Nidhu Saxena,"f 152 of Companies Act, 2013 and being eligible, be and is here-by re-appointed as a Director of the Company liable to re",,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/76a14c80-25d8-4517-8d84-2903c88a12d8.pdf
CFO,Vimal Kumar Jain,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/76a14c80-25d8-4517-8d84-2903c88a12d8.pdf
Chairman,Atul Sahai,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/540769/71653540769_30_09_21.pdf
Chairman,"Madhulika 
BhaskarAdditional  Charge-",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ede66b23-b1df-4db7-919f-aa65915b3396.pdf
Chairman,"Madhulika 
BhaskarAdditional Charge",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ede66b23-b1df-4db7-919f-aa65915b3396.pdf
Chairman,"Madhulka 
BhaskarAdditional Charge",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ede66b23-b1df-4db7-919f-aa65915b3396.pdf
Managing Director,"Atul Sahai
Deputy",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/540769/71653540769_30_09_21.pdf
Managing Director,Atul Sahai Chairman-cum,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/540769/75979540769.pdf
CFO,"Francis Titus
General",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/540769/71653540769_30_09_21.pdf
CFO,Titus Francis,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/540769/75979540769.pdf
