role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jagannath Mukkavilli,,,"FY2024,FY2026",current,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Chairman,Padmini Srinivasan,,,FY2024–FY2026,current,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Chairman,Praveen Kumar Gupta,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
Chairman,Rajiv Bansal,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
Chairman,Santanu Paul,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
Chairman,Shamanna Balasubramanya,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
Chairman,Tuhin Kanta Pandey,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
Managing Director,Sundararaman Ramamurthy,"eted her second term and accordingly ceased to be PID w.e.f. closure of working hours on April 24, 2025. • Shri Nandku",,FY2024–FY2026,current,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Managing Director,Sundararaman Ramamurthy-,,,FY2026,current,https://archives.nseindia.com/annual_reports/AR_29957_BSE_2025_2026_A_15352240_23072026103201.pdf
CFO,Deepak Goel,"ector subject to retirement by rotation, he will be retiring at the upcoming AGM and has expressed his willingness to be",,FY2025–FY2026,current,https://archives.nseindia.com/annual_reports/AR_27090_BSE_2024_2025_A_24072025103555.pdf
Chairman,Nandkumar Saravade,,,FY2024,exited,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Chairman,Nandkumar Saravade-,,,FY2024,exited,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Chairman,Navneet Munot,,,FY2025,exited,https://archives.nseindia.com/annual_reports/AR_27090_BSE_2024_2025_A_24072025103555.pdf
Chairman,Pramod Agrawal,,,FY2024,exited,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Chairman,Umakant Jayaram,,,FY2024,exited,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Managing Director,Sashidhar Jagdishan,,,FY2024,exited,https://archives.nseindia.com/annual_reports/AR_24153_BSE_2023_2024_2006202415751.pdf
Managing Director,Tapan Ray,". The introduction of BSE Sensex deriva tives to be traded in USD, has further strengthened India INX’s position as a le",,FY2025,exited,https://archives.nseindia.com/annual_reports/AR_27090_BSE_2024_2025_A_24072025103555.pdf
