role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anil Kumar Chaudhary,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebd2c8e5-12da-48e4-826a-0efb268aaa56.pdf
Chairman,Anil Kumar Mittal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Chairman,Anoop Kumar Gupta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebd2c8e5-12da-48e4-826a-0efb268aaa56.pdf
Chairman,Desh Raj Dogra,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebd2c8e5-12da-48e4-826a-0efb268aaa56.pdf
Chairman,Priyanka Sardana,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
Chairman,Surinder Singh,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ebd2c8e5-12da-48e4-826a-0efb268aaa56.pdf
Managing Director,Anil Kumar Mittal,g changes in consumer trends. It has emerged to be our core value and central to our growth strategy. What also added,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Managing Director,"Anoop Kumar 
GuptaJoint",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Managing Director,Anoop Kumar Gupta,ations. He holds a degree in science stream from University of Delhi and has served on the Executive Committee of the All-India Rice Exp,"tor Mr. Anoop Kumar Gupta has over 38 years of experience in the rice industry, specialising in strategy a",FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Managing Director,"Arun Kumar 
GuptaJoint",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Managing Director,Arun Kumar Gupta,ations. He holds a degree in science stream from University of Delhi and has served on the Executive Committee of the All-India Rice Exp,"addy milling technology. With over 36 years of experience in the rice industry, Mr Gupta has closely collab",FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/530813/75900530813_16_09_22.pdf
Chairman,"Anil Kumar 
MittalChairman",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
Chairman,Arun Kumar Gupta,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Chairman,Ashwani Dua,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Chairman,Devendra Kumar Agarwal,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
Chairman,Vinod Ahuja,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
Managing Director,Priyanka Mittal,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
CFO,Ashish Jain,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
CFO,Puneet Bindlish,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6a54ffde-644b-4bb0-a6dd-1e3c38040352.pdf
CFO,Rakesh Mehrotra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/530813/72148530813.pdf
