role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Vellayan Subbiah,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9f71a68b-bee5-464a-b885-8670b5f2a8ff.pdf
Chairman,Vasudha Sundararaman,,"on’ and ‘Black Belt’;  Has over 30 years of experience in finance, manufacturing, service & distribution",FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/504973/73812504973.pdf
