role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jagdish Chandra Belwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/574cb030-a990-41ca-9030-f4d798365dc1.pdf
Chairman,Manish Nuwal,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Chairman,Natrajan Ramkrishna,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/632517e1-ee56-4663-b158-f4d02380bc13.pdf
Chairman,Satyanarayan Nuwal,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Managing Director,Manish Nuwal,"relating to Shri Manish Nuwal who is proposed to be re-appointed, as required to be disclosed under Regulation 36(3) of",,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Chairman,Amrendra Prasad Verma,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/632517e1-ee56-4663-b158-f4d02380bc13.pdf
Chairman,Amrendra Verma,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Chairman,Dilip Patel,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Chairman,Jagdish Belwal,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/632517e1-ee56-4663-b158-f4d02380bc13.pdf
Chairman,"Manish 
Satyanarayan Nuwal",,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Chairman,Satyanarayan Nandlal Nuwal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Chairman,Satyanarayan Nuwal Chairman,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Chairman,Saytanarayan Nuwal,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Managing Director,Manish Nuwal Chairman,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Managing Director,Manish Satyanarayan Nuwal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
Managing Director,Milind Deshmukh,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Managing Director,Sachin Maloo,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
Managing Director,Suresh Menon,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9eefcae4-7852-4f38-beb5-b685a1fdb0b9.pdf
CFO,"Moneesh 
AgrawalJoint",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
CFO,Nilesh Panpaliya,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/69391532725.pdf
CFO,"Shalinee 
MandhanaJoint",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532725/72991532725.pdf
