role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Manoj 
Kumar",,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad1c539d-d91c-4844-90ca-2b4913c547ef.pdf
Managing Director,Ganesh Narayanan,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ad1c539d-d91c-4844-90ca-2b4913c547ef.pdf
CFO,Nilesh Dalvi,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/525e765e-fd33-4753-b5f3-b7598cf1c916.pdf
Chairman,George Joseph,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2113d689-489d-4556-a84a-31aa3ed80383.pdf
Chairman,Massimo Vita,"the Chairman, along with Mr. George Joseph, Mr. Sumit Kumar, Ms. Rekha Warriar and Mr. Udaya Kumar Hebbar as members of t",,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2113d689-489d-4556-a84a-31aa3ed80383.pdf
Chairman,Paolo Brichetti,"brief resume of Mr. Paolo Brichetti, proposed to be reappointed, is given in the notice of the 30th AGM of the Company. d",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/541770/68817541770.pdf
Chairman,Udaya Kumar Hebbar,,,FY2023–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/45052186-04c0-48a7-bccb-07b12b16303a.pdf
Managing Director,Udaya Kumar Hebbar,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/541770/73403541770.pdf
CEO,"Ganesh 
Narayanan",,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2113d689-489d-4556-a84a-31aa3ed80383.pdf
CFO,Balakrishna Kamath,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/541770/73403541770.pdf
