role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Avik Roy,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0e99c85-cd97-4de3-9b2d-e98643c6e5b8.pdf
Chairman,Jitendra Kumar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0e99c85-cd97-4de3-9b2d-e98643c6e5b8.pdf
Chairman,Manoj Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb3d45fb-aaec-4c96-a6d4-393d3627fd43.pdf
Chairman,Manoj Kumar Agarwal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb3d45fb-aaec-4c96-a6d4-393d3627fd43.pdf
Chairman,Sridhar Gorthi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb3d45fb-aaec-4c96-a6d4-393d3627fd43.pdf
Chairman,Surin Kapadia,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/500086/74735500086.pdf
Managing Director,Avik Kumar Roy,"g Director & CEO (DIN: 08456036) of the Company, be and is hereby approved beginning from 1st May 2025 for remainder of",,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fb3d45fb-aaec-4c96-a6d4-393d3627fd43.pdf
Managing Director,Avik Roy,"THAT the Board, including any Committee thereof, be and is hereby authorised to do and perform all such acts, deeds, matt","mplished finance leader with over 30 years of experience in financial strategy, audit, taxation, IT , c",FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0697f53e-7662-4f8a-98d2-13d785b6b930.pdf
Chairman,Asish Kumar Mukherjee,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0e99c85-cd97-4de3-9b2d-e98643c6e5b8.pdf
Chairman,Asish Kumar Mukherjee-,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0e99c85-cd97-4de3-9b2d-e98643c6e5b8.pdf
Chairman,Bharat Dhirajlal Shah,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500086/74735500086.pdf
Chairman,Radhika Govind Rajan,,"ures and derivatives. She has over 40 years of experience in the financial markets, in New York till 2011",FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0e99c85-cd97-4de3-9b2d-e98643c6e5b8.pdf
Chairman,Subir Chakraborty,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/500086/74735500086.pdf
Chairman,Sudhir Chand,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500086/69300500086.pdf
Managing Director,Arun Mittal,"THAT the Board, including any Committee thereof, be and is hereby authorised to do and perform all such acts, deeds, matt",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0697f53e-7662-4f8a-98d2-13d785b6b930.pdf
Managing Director,Asish Kumar Mukherjee,"THAT the Board, including any Committee thereof, be and is hereby authorised to do and perform all such acts, deeds, matt",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0697f53e-7662-4f8a-98d2-13d785b6b930.pdf
Managing Director,Gautam Chatterjee,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500086/69300500086.pdf
Managing Director,Subir Chakraborty,"technology for large packs, but it is expected to be adapted to smaller batteries such as two-wheelers batteries in futur",,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/500086/74735500086.pdf
