role,name,qualification,experience,years_present,status,first_seen_in_ar
CEO,Vljendra Singh Shekhawat,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fd09f296-8a5b-4bb9-aaf5-b71599866c8a.pdf
Chairman,Vinita Patodia,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca28eb84-fe7f-450b-892b-ebc19b8c73e4.pdf
Chairman,Vinita Patodia  The,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca28eb84-fe7f-450b-892b-ebc19b8c73e4.pdf
Managing Director,Kamal Poddar,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/531358/74627531358.pdf
Managing Director,Kamal Poddar-,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca28eb84-fe7f-450b-892b-ebc19b8c73e4.pdf
Managing Director,"Suyah 
 Patodia",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/531358/74627531358.pdf
Managing Director,Suyash Patodia,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c77aaf74-3e9f-4936-a833-c9e69eab3e09.pdf
Managing Director,Suyash Sunil Patodia,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c77aaf74-3e9f-4936-a833-c9e69eab3e09.pdf
CEO,Arun Kumar Poddar,"6,657/- The remuneration withdraw is within the limit approved by the Shareholders of the Company at the 29th Annual Genera",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c77aaf74-3e9f-4936-a833-c9e69eab3e09.pdf
CFO,Manoj Singhania,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c77aaf74-3e9f-4936-a833-c9e69eab3e09.pdf
