role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Anup Bagchi,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f68c72c9-9c03-42e9-a5e6-413cb88728a4.pdf
Managing Director,Sandeep Bakhshi,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532174/73975532174.pdf
