role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Atima Khanna,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/71080a73-b342-4a5d-b308-7d78f401e501.pdf
Chairman,Sanjeev Mehan,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/71080a73-b342-4a5d-b308-7d78f401e501.pdf
Chairman,Sudhir Nayar,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
Chairman,Surender Kumar Tuteja,"efined Code of Ethics and Conduct (the ""Code"") to be followed by Board members and senior management of the Company. Duti",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
Managing Director,Junya Yamanishi,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/505192/74866505192.pdf
Managing Director,Yasushi Nishikawa,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/71080a73-b342-4a5d-b308-7d78f401e501.pdf
CFO,Pushkar Patwardhan,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/71080a73-b342-4a5d-b308-7d78f401e501.pdf
CFO,Rakesh Bhalla,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
Managing Director,Eiichi Seto,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
Managing Director,Gopal Bansal,"on 10th February, 2021. Accordingly, he ceased to be Director of the Company with effect from 10th February, 2021. The Boa",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
Managing Director,Yugo Hashimoto,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/505192/68793505192.pdf
CFO,"Parvesh MadanDesignation
ED-Works",,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c58fb40c-d2d3-4458-8df1-69efa24a9c9c.pdf
