role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Alok Gupta,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Managing Director,Amar Sinha,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/64a0afa1-fd99-46d3-bb36-431c6a961231.pdf
Managing Director,Shekhar Ramamurthy,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cd14f77b-f63e-4596-a5a3-61a0acf6c71f.pdf
Chairman,Alok Gupta,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Chairman,Arun Barik,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cd14f77b-f63e-4596-a5a3-61a0acf6c71f.pdf
Chairman,Balaji Swaminathan,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Chairman,Kishore Rajaram Chhabria,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Chairman,Paul Skipworth,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Chairman,Vinaykant Tanna,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
Managing Director,Arun Barik,"available on the website of the Company and can be accessed at www.abdindia.com Further, there were following changes",,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cd14f77b-f63e-4596-a5a3-61a0acf6c71f.pdf
CFO,Anil Somani,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cd14f77b-f63e-4596-a5a3-61a0acf6c71f.pdf
CFO,"Ramakrishna 
Ramaswamy",,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cd14f77b-f63e-4596-a5a3-61a0acf6c71f.pdf
CFO,Ramakrishnan Ramaswamy,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/87f8430d-d0a4-4609-82f4-b02d3451106f.pdf
