role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Jugal Kishore Mohapatra,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2fc73210-4892-46a7-8262-3e5b993a7c9b.pdf
Chairman,Pradeep Kumar Panja,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/281fe009-9bb2-4e56-864b-f6a00da8725c.pdf
Chairman,Umesh Revankar,,,"FY2023,FY2024,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2fc73210-4892-46a7-8262-3e5b993a7c9b.pdf
Managing Director,Hardeep Singh,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/281fe009-9bb2-4e56-864b-f6a00da8725c.pdf
Managing Director,Hardeep Singh Tur,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/281fe009-9bb2-4e56-864b-f6a00da8725c.pdf
Managing Director,Nilesh Odedara,,,"FY2022,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/511218/73039511218_01_06_22.pdf
Managing Director,Nilesh OdedaraJoint,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/281fe009-9bb2-4e56-864b-f6a00da8725c.pdf
Managing Director,Parag Sharma,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/511218/73039511218_01_06_22.pdf
Managing Director,Sudarshan Holla Balnad,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/281fe009-9bb2-4e56-864b-f6a00da8725c.pdf
Chairman,Umesh Revankar-,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2fc73210-4892-46a7-8262-3e5b993a7c9b.pdf
Managing Director,Sudarshan Holla,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/511218/73039511218_01_06_22.pdf
