role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Kalpana Saini,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/523630/71480523630_01_10_21.pdf
Chairman,Manoj Mishra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/523630/71480523630_01_10_21.pdf
Chairman,Pandya Ashwinkumar Balvantray,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/523630/76130523630.pdf
Chairman,Virendra Nath Datt,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/523630/71480523630_01_10_21.pdf
CFO,Hira Nand,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/65955053-17b2-4a7e-8b6d-87aea970a91a.pdf
