role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Koni Uttam Nayak,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Chairman,Neeraj Swaroop,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Chairman,Ravi Venkatraman,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Chairman,Surekha Marandi,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Managing Director,Mahesh Dayani,,,FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/37eb6e9a-69ae-4478-877c-22efd49f60dd.pdf
CFO,Narayan Barasia,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Chairman,"Aseem Dhru
Partner",,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d9c20c0-1f71-4407-b95e-75ff3841d002.pdf
Chairman,Rajesh Mannalal Agrawal,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
Managing Director,Aseem Dhru,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ee598388-b84e-474a-95a3-958b964562d6.pdf
CFO,Namrata Sajnani,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9d9c20c0-1f71-4407-b95e-75ff3841d002.pdf
