role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Gautam Khandelwal,,,"FY2021,FY2022,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/541578/69287541578.pdf
Chairman,Tarang Jain,,,"FY2021,FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/541578/69287541578.pdf
Chairman,Vinish Kathuria,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8ad9e54a-a2a1-4a6c-9529-9ba41120736a.pdf
Managing Director,Arjun Jain,,,"FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/541578/76936541578.pdf
Managing Director,Vidyadhar Limaye,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8ad9e54a-a2a1-4a6c-9529-9ba41120736a.pdf
Chairman,Naresh Chandra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/541578/69287541578.pdf
Chairman,Tarang Jain Chairman,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541578/76936541578.pdf
Chairman,"Vijaya 
Sampath",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/541578/69287541578.pdf
Managing Director,Rohit Prakash,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/541578/76936541578.pdf
Managing Director,Tarang Jain,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/541578/69287541578.pdf
