role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Digant Mahesh Parikh,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/74127524404.pdf
Chairman,Mark Saldanha,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/74127524404.pdf
Chairman,Seetharama Raju Buddharaju,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
Chairman,Varddhman Vikramaditya Jain,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
Managing Director,David Mohammed,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f8a7b27d-8c98-4788-8bcf-091f94986d4f.pdf
Managing Director,"Mark 
Saldanha",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
Managing Director,Sandra Saldanha,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
Managing Director,Sathish Kumar,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f8a7b27d-8c98-4788-8bcf-091f94986d4f.pdf
Managing Director,Varddhman Vikramaditya Jain,,,"FY2021,FY2022,FY2024,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
CFO,Jitendra Sharma,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/524404/70224524404.pdf
