role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Preeti Saran,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Chairman,Sidhartha Pradhan,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Ashishkumar Chauhan,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Devika Shah,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Latika Kundu,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Nehal Vora,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Pitambar Chowdhury,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
Managing Director,Sunil Alvares,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
CFO,Girish Amesara,e payment made with the previous year appears to be at 21.95%. This is due to the reason that payment of variable pay mad,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
CFO,Nayan Mehta,,,FY2022,exited,https://www.cdslindia.com/Downloads/InvestorRels/AnnualReports/87993%20CDSL%20Annual%20Report.pdf
