role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Milin Mehta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8bc2b61c-8aec-4f5e-83d3-096e8fed5180.pdf
Chairman,Premkumar Taneja,egistrar and Share Transfer Agent of the Company. CS Chintan Doshi is designated as the Company Secretary & Compliance Off,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8bc2b61c-8aec-4f5e-83d3-096e8fed5180.pdf
Chairman,Rakesh Agrawal,disclosed on the website of the Company and can be accessed at the following URL: https://styrenix.com/wp-content/uploa,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
Chairman,Rakesh Shiwebhagwan Agrawal,n disclosed on the website of the Company and can be accessed at the following URL: https://styrenix.com/wp-content/upload,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8bc2b61c-8aec-4f5e-83d3-096e8fed5180.pdf
Managing Director,"Rahul 
Agrawal",,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
Managing Director,Rahul Rakesh Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8bc2b61c-8aec-4f5e-83d3-096e8fed5180.pdf
Managing Director,Rakesh Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/8bc2b61c-8aec-4f5e-83d3-096e8fed5180.pdf
Managing Director,Ravishankar Kompalli,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
Managing Director,Vishal Agrawal,,,"FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
Chairman,Ravishankar Kompalli,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e4ca72b1-efd2-46e7-a4de-8eeca8184b8a.pdf
Chairman,Sandra Martyres,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
Chairman,Sanjeev MadanDesignation,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/506222/68920506222.pdf
Managing Director,"Nitankumar  
 Duggal",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/506222/68920506222.pdf
Managing Director,Sanjeev Madan,remuneration oﬀered to Mr. Madan is considered to be appropriate in today's market scenario having regard to factors such,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/506222/68920506222.pdf
Managing Director,Sanjiv Vasudeva,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/506222/68920506222.pdf
Managing Director,Vishal Rakesh Agrawal,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/139e230c-adc0-4e15-81d2-70356a201fa3.pdf
