role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Homi Rustam Khusrokhan,,,FY2023–FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/29fe1a51-c936-4700-8a96-9219dce5d082.pdf
Chairman,Nirmala Murthy,,,FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a330fda6-abd5-44fd-8860-a17ed8400e30.pdf
Chairman,Pallavi Joshi Bakhru,,,FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a330fda6-abd5-44fd-8860-a17ed8400e30.pdf
Chairman,Prasad Raghava Menon,,,FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a330fda6-abd5-44fd-8860-a17ed8400e30.pdf
Chairman,Homi Khusrokhan,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/29fe1a51-c936-4700-8a96-9219dce5d082.pdf
Chairman,Humayun Dhanrajgir,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/29fe1a51-c936-4700-8a96-9219dce5d082.pdf
Chairman,Parampally Vasudeva Maiya,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/29fe1a51-c936-4700-8a96-9219dce5d082.pdf
Chairman,Prasad Menon,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e4e8106f-3a3a-440a-9f62-5c0d15714985.pdf
CFO,Abhijit Majumdar,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/29fe1a51-c936-4700-8a96-9219dce5d082.pdf
CFO,Deepak Gupta Appointment,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/524558/68569524558_09_07_21.pdf
