role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Meleveetil 
Damodaran",e Company is available on our website at: InterGlobe-Aviation-Limited-Corporate-Social-Responsibility- Policy-2.pdf (goind,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf
Chairman,"Venkataramani 
Sumantran",,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf
Chairman,Vikram Singh Mehta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0c210703-2450-4c31-95e7-505291513c36.pdf
Managing Director,Rahul Bhatia,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539448/73976539448.pdf
CEO,Pieter Elbers,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf
CFO,Gaurav Manoher Negi,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf
Chairman,Anil Parashar,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf
Chairman,"Anupam 
Khanna",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf
Chairman,"Gregg 
Albert 
Saretsky",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf
Chairman,"Pallavi 
Shardul Shroff",,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/9df50227-aef2-400e-973e-b3b658d9745e.pdf
Chairman,"Rohini 
Bhatia",,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf
CFO,Gaurav Negi,,,"FY2022,FY2024",exited,https://www.bseindia.com/bseplus/AnnualReport/539448/73976539448.pdf
CFO,Jiten Chopra,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539448/69305539448.pdf
