role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Debabrata Sarkar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Chairman,Kanchan Chitale,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Chairman,Munesh Khanna,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Chairman,Ritu Prakash Chhabria,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Chairman,Vijay Bhatt,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Managing Director,Saurabh Dhanorkar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
CFO,Chandan Verma,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/05d76c5e-3093-4205-8602-52b69c14e179.pdf
Managing Director,Ajit Venkataraman,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4045735c-013f-4a6e-a661-b6bcc8049aca.pdf
CEO,Ajit Venkataraman,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3abbaa0a-f35e-457a-95e6-e837557b213c.pdf
CFO,Niraj Kedia,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3abbaa0a-f35e-457a-95e6-e837557b213c.pdf
