role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Devansh Jain,"No. 000472N), be and is hereby re-appointed as the Independent Auditors of the Compan",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
Managing Director,Devansh Jain Promoter,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/98c39bc4-cf41-4805-9536-00d6d0567716.pdf
Managing Director,Manoj Dixit,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f1380ac7-bb12-4ef6-a54f-a4682289f263.pdf
Chairman,Devansh Jain,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
Managing Director,Devansh Jain None,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
Managing Director,Kailash Lal Tarachandani,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
Managing Director,Manoj Shambhu Dixit,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/53430c46-f5de-495d-a872-ced72522c387.pdf
Managing Director,Mukesh Manglik,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f1380ac7-bb12-4ef6-a54f-a4682289f263.pdf
Managing Director,Rajeev Gupta,Company’s website; www.inoxwind.com. The same can be viewed at https://www.inoxwind.com/wp-content/uploads/2014/11/Nominat,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
Managing Director,"Vineet	
Valentine	DavisNone",,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/76446539083.pdf
Managing Director,Vineet Valentine Davis,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
CEO,Kailash Lal Tarachandani,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
CFO,Narayan Lodha,,,"FY2021,FY2023",exited,https://www.bseindia.com/bseplus/AnnualReport/539083/71803539083.pdf
CFO,Rahul Roongta,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f1380ac7-bb12-4ef6-a54f-a4682289f263.pdf
