role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Madhusree Vemuru,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Chairman,Michael Joseph Booth,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Chairman,Rakesh Chopdar Chairperson,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
Chairman,Suba Rao Ambati,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
Chairman,Subba Rao Ambati,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Managing Director,Jyoti Chopdar,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Managing Director,Murali Krishna Bhupatiraju,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
Managing Director,Rakesh Chopdar,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
Managing Director,Rakesh Chopdar Chairperson,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
Managing Director,Vishnu Malpani,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/68cf46ed-84f7-4b8d-8917-7c2f9a5cdcb7.pdf
CFO,Ronak Jajoo,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Chairman,Jagadeesh Ambati,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Chairman,Rakesh Chopdar,time being in force] the consent of the members be and is hereby accorded for re- designating/ promoting/ appointing Mr.,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
Managing Director,Vishnu Pramodkumar Malpani,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f527ae6b-b03f-4358-900e-77b0f32113b7.pdf
