role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Rahul Gautam,,,"FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/248cc7c7-be2e-46f7-93d1-0d663e0dbe1a.pdf
Managing Director,Namita Gautam,,,"FY2022,FY2023,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/540203/73913540203.pdf
Managing Director,"Rahul 
Gautam",,,"FY2022,FY2023,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/540203/73913540203.pdf
Managing Director,Rakesh Chahar,,"s operations. With more than 24 years of experience across operations, e-commerce, production, and r","FY2023,FY2026",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/248cc7c7-be2e-46f7-93d1-0d663e0dbe1a.pdf
Managing Director,Tushaar Gautam,,,"FY2022,FY2023,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/540203/73913540203.pdf
Chairman,Anil Tandon,"oaded on the website of the Company www. sheelafoam.com. The various programme includes Education, Swach Bharat, community, r",,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/248cc7c7-be2e-46f7-93d1-0d663e0dbe1a.pdf
Chairman,Ravindra Dhariwal,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540203/73913540203.pdf
Chairman,Ravindra Dhariwal-,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540203/73913540203.pdf
CEO,Nilesh Sevabrata Mazumdar,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/fba899aa-481e-4065-82aa-56bf9aa55e1e.pdf
CFO,Dhruv Chandra Mathur,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/540203/69110540203.pdf
