role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Mukesh Gupta,"Dr. Balram Singh, the then Member has ceased to be a part of the Committee w.e.f. 05th January, 2022. Pursuant to re-con",,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Managing Director,Balasubramanian Prabhakaran,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c484283b-cdca-4a7f-9423-8de95301dfb6.pdf
Managing Director,Rajesh Gupta,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c484283b-cdca-4a7f-9423-8de95301dfb6.pdf
Chairman,Balram Singh,"the then Chairman of the Committee has ceased to be a part of the Committee w.e.f. 05th January, 2022. Pursuant to re-",,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Chairman,Devidas Kambale,"Dr. Balram Singh, the then Member has ceased to be a part of the Committee w.e.f. 05th January, 2022. Pursuant to re-con",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Chairman,Devidas Kamble,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Chairman,Jagannath Dange,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Chairman,Rajesh Gupta,", the then Member of the Committee has ceased to be a part of the Committee w.e.f. 05th January, 2022. Pursuant to re-c",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Chairman,Ramesh Luharuka,"the then Chairman of the Committee has ceased to be a part of the Committee w.e.f. 05th January, 2022. Pursuant to re-",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Managing Director,"Babulal 
Agarwal",,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Managing Director,Babulal Agarwal Chairman,"or is a Member and Mr. Mukesh Gupta has ceased to be the Chairman of the Committee. During the year under review, the Cor",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
Managing Director,Rajesh Rajnarayan Gupta,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/95184487-8df1-4246-8bb1-87b3af0cea93.pdf
CFO,Riyaz Shaikh,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/512455/73845512455.pdf
