role,name,qualification,experience,years_present,status,first_seen_in_ar
CFO,Niranjan Banodkar,,,"FY2022,FY2024,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Atul Bheda,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Atul Malik,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Mahesh Krishnamurti,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Nandita Gurjar,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d8b40568-c79b-48c4-ada2-61356a829413.pdf
Chairman,Prashant Kumar,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Rama Subramaniam Gandhi,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d8b40568-c79b-48c4-ada2-61356a829413.pdf
Chairman,Rekha Murthy,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Sadashiv Srinivas Rao,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d8b40568-c79b-48c4-ada2-61356a829413.pdf
Chairman,Sanjay Kumar Khemani,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/d8b40568-c79b-48c4-ada2-61356a829413.pdf
Chairman,Sharad Sharma,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,Sunil Mehta,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Chairman,"Sunil Mehta  
Non",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/69137532648.pdf
Chairman,"Sunil Mehta  
Non-",,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/69137532648.pdf
Managing Director,"Prashant 
Kumar",,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
Managing Director,Ravindra Pandey,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532648/73207532648.pdf
