nse_symbol,status
BDL,skip:current_through_FY2025
BBTC,skip:current_through_FY2026
BECTORFOOD,skip:current_through_FY2025
BEL,skip:current_through_FY2025
BELRISE,skip:current_through_FY2025
BERGEPAINT,skip:current_through_FY2026
BHARATFORG,skip:current_through_FY2026
BHARTIARTL,skip:current_through_FY2026
BHEL,skip:current_through_FY2026
BIKAJI,skip:current_through_FY2026
BEML,ok:ars_listed=5:downloaded=5:people_unique=6
BIRLACORPN,skip:current_through_FY2026
BLACKBUCK,skip:current_through_FY2025
BANDHANBNK,ok:ars_listed=5:downloaded=5:people_unique=2
BHARTIHEXA,ok:ars_listed=3:downloaded=3:people_unique=11
BLS,skip:current_through_FY2025
BLUEDART,skip:current_through_FY2025
BLUEJET,skip:current_through_FY2025
BLUESTONE,skip:current_through_FY2025
BORORENEW,skip:current_through_FY2026
BPCL,skip:current_through_FY2025
BANKINDIA,ok:ars_listed=5:downloaded=5:people_unique=1
BRITANNIA,skip:current_through_FY2026
BSE,skip:current_through_FY2026
BSOFT,skip:current_through_FY2026
CAMPUS,skip:current_through_FY2026
BLUESTARCO,no_extractable_people:dl=5
BIOCON,ok:ars_listed=5:downloaded=5:people_unique=1
CANFINHOME,skip:current_through_FY2026
CANHLIFE,skip:current_through_FY2025
CAPILLARY,skip:current_through_FY2026
CAPLIPOINT,skip:current_through_FY2025
CARBORUNIV,skip:current_through_FY2026
CARTRADE,skip:current_through_FY2025
CASTROLIND,skip:current_through_FY2025
CCAVENUE,skip:current_through_FY2025
CCL,skip:current_through_FY2025
CDSL,skip:current_through_FY2026
CEATLTD,skip:current_through_FY2026
CELLO,skip:current_through_FY2026
CEMPRO,skip:current_through_FY2026
BOSCHLTD,ok:ars_listed=5:downloaded=5:people_unique=8
CAMS,ok:ars_listed=5:downloaded=5:people_unique=11
CERA,skip:current_through_FY2026
CESC,skip:current_through_FY2025
CGCL,skip:current_through_FY2025
CGPOWER,skip:current_through_FY2025
CHALET,skip:current_through_FY2025
CHAMBLFERT,skip:current_through_FY2025
CHENNPETRO,skip:current_through_FY2026
CHOICEIN,skip:current_through_FY2025
CHOLAFIN,skip:current_through_FY2026
CENTURYPLY,ok:ars_listed=5:downloaded=5:people_unique=2
CIEINDIA,skip:current_through_FY2025
CIPLA,skip:current_through_FY2026
CLEAN,skip:current_through_FY2025
CMSINFO,skip:current_through_FY2025
COALINDIA,skip:current_through_FY2025
COCHINSHIP,skip:current_through_FY2025
CHOLAHLDNG,ok:ars_listed=5:downloaded=5:people_unique=2
COHANCE,skip:current_through_FY2025
CANBK,no_extractable_people:dl=5
CONCOR,skip:current_through_FY2025
CONCORDBIO,skip:current_through_FY2026
COROMANDEL,skip:current_through_FY2026
CORONA,skip:current_through_FY2026
CPPLUS,skip:current_through_FY2026
CRAFTSMAN,skip:current_through_FY2026
CRAMC,skip:current_through_FY2026
CREDITACC,skip:current_through_FY2026
CENTRALBK,no_extractable_people:dl=5
CRIZAC,no_annual_reports
COFORGE,ok:ars_listed=5:downloaded=5:people_unique=7
COLPAL,ok:ars_listed=5:downloaded=5:people_unique=2
CRISIL,ok:ars_listed=5:downloaded=5:people_unique=6
CUMMINSIND,skip:current_through_FY2026
CUPID,skip:current_through_FY2025
CROMPTON,ok:ars_listed=5:downloaded=5:people_unique=5
DABUR,skip:current_through_FY2026
CUB,no_extractable_people:dl=5
DATAMATICS,skip:current_through_FY2025
DATAPATTNS,skip:current_through_FY2026
DBL,skip:current_through_FY2025
DBREALTY,skip:current_through_FY2025
DCBBANK,skip:current_through_FY2026
DCMSHRIRAM,skip:current_through_FY2026
CYIENT,ok:ars_listed=5:downloaded=4:people_unique=1
DEEPAKNTR,skip:current_through_FY2026
DELHIVERY,skip:current_through_FY2025
DEVYANI,skip:current_through_FY2026
DIACABS,skip:current_through_FY2025
DIVISLAB,skip:current_through_FY2026
DIXON,skip:current_through_FY2025
DLF,skip:current_through_FY2026
DMART,skip:current_through_FY2026
DEEPAKFERT,ok:ars_listed=5:downloaded=5:people_unique=4
DRREDDY,skip:current_through_FY2026
ECLERX,skip:current_through_FY2025
CSBBANK,ok:ars_listed=5:downloaded=5:people_unique=1
EDELWEISS,skip:current_through_FY2025
DOMS,no_extractable_people:dl=2
EIEL,skip:current_through_FY2025
EIHOTEL,skip:current_through_FY2026
ELECON,skip:current_through_FY2026
ELECTCAST,skip:current_through_FY2025
ELGIEQUIP,skip:current_through_FY2026
ELLEN,skip:current_through_FY2025
EMAMILTD,skip:current_through_FY2026
EMBDL,skip:current_through_FY2025
EMCURE,skip:current_through_FY2025
EMIL,skip:current_through_FY2025
ENDURANCE,skip:current_through_FY2026
EMMVEE,no_annual_reports
ENGINERSIN,skip:current_through_FY2025
ENRIN,skip:current_through_FY2025
ENTERO,skip:current_through_FY2026
EPL,skip:current_through_FY2025
EICHERMOT,no_extractable_people:dl=5
ESCORTS,skip:current_through_FY2026
ERIS,ok:ars_listed=5:downloaded=5:people_unique=1
ETHOSLTD,skip:current_through_FY2025
EUREKAFORB,skip:current_through_FY2026
DALBHARAT,ok:ars_listed=5:downloaded=5:people_unique=7
FACT,skip:current_through_FY2023
FEDERALBNK,skip:current_through_FY2026
FEDFINA,skip:current_through_FY2025
FIEMIND,skip:current_through_FY2026
FINCABLES,skip:current_through_FY2025
FINPIPE,skip:current_through_FY2025
FIRSTCRY,skip:current_through_FY2025
FIVESTAR,skip:current_through_FY2025
FLUOROCHEM,skip:current_through_FY2025
FORCEMOT,skip:current_through_FY2025
FORTIS,skip:current_through_FY2026
FSL,skip:current_through_FY2026
GABRIEL,skip:current_through_FY2026
GAEL,skip:current_through_FY2025
GAIL,skip:current_through_FY2025
GALLANTT,skip:current_through_FY2025
GESHIP,skip:current_through_FY2026
GHCL,skip:current_through_FY2026
GICRE,skip:current_through_FY2025
GILLETTE,skip:current_through_FY2025
GLAND,skip:current_through_FY2026
GLAXO,skip:current_through_FY2026
EQUITASBNK,ok:ars_listed=5:downloaded=5:people_unique=2
EIDPARRY,ok:ars_listed=5:downloaded=5:people_unique=5
GMMPFAUDLR,skip:current_through_FY2026
GMRAIRPORT,skip:current_through_FY2025
EXIDEIND,ok:ars_listed=5:downloaded=5:people_unique=16
GODFRYPHLP,skip:current_through_FY2026
GMDCLTD,no_extractable_people:dl=5
GODREJAGRO,skip:current_through_FY2026
GLENMARK,ok:ars_listed=5:downloaded=5:people_unique=3
GODREJIND,skip:current_through_FY2026
GODREJPROP,skip:current_through_FY2026
GOKEX,skip:current_through_FY2025
GOKULAGRO,skip:current_through_FY2025
GODIGIT,ok:ars_listed=3:downloaded=3:people_unique=3
GPIL,skip:current_through_FY2025
GPPL,skip:current_through_FY2025
GRANULES,skip:current_through_FY2026
GRASIM,skip:current_through_FY2026
GODREJCP,no_extractable_people:dl=5
GRAPHITE,no_extractable_people:dl=5
GREAVESCOT,skip:current_through_FY2026
GROWW,skip:current_through_FY2026
GRWRHITECH,skip:current_through_FY2025
ETERNAL,ok:ars_listed=5:downloaded=5:people_unique=3
HAL,skip:current_through_FY2025
GRSE,ok:ars_listed=5:downloaded=5:people_unique=1
HAVELLS,skip:current_through_FY2026
HBLENGINE,skip:current_through_FY2025
HCC,skip:current_through_FY2026
HCG,skip:current_through_FY2025
GNFC,ok:ars_listed=5:downloaded=5:people_unique=2
HDBFS,skip:current_through_FY2026
HDFCAMC,skip:current_through_FY2026
HDFCBANK,skip:current_through_FY2026
HDFCLIFE,skip:current_through_FY2026
HEG,skip:current_through_FY2026
GRAVITA,ok:ars_listed=5:downloaded=5:people_unique=6
GSFC,ok:ars_listed=5:downloaded=5:people_unique=5
HCLTECH,ok:ars_listed=5:downloaded=5:people_unique=1
HAPPSTMNDS,ok:ars_listed=5:downloaded=5:people_unique=1
HFCL,skip:current_through_FY2025
HGINFRA,skip:current_through_FY2026
HINDALCO,skip:current_through_FY2026
HINDCOPPER,skip:current_through_FY2025
HINDPETRO,skip:current_through_FY2026
HINDUNILVR,skip:current_through_FY2026
HINDZINC,skip:current_through_FY2026
HOMEFIRST,skip:current_through_FY2026
HONASA,skip:current_through_FY2025
HONAUT,skip:current_through_FY2026
HSCL,skip:current_through_FY2026
HUDCO,skip:current_through_FY2026
HYUNDAI,skip:current_through_FY2025
ICICIAMC,skip:current_through_FY2026
HEXT,ok:ars_listed=5:downloaded=5:people_unique=3
ICICIGI,skip:current_through_FY2026
ICICIPRULI,skip:current_through_FY2026
ICIL,skip:current_through_FY2025
IDBI,skip:current_through_FY2026
IDEA,skip:current_through_FY2025
IDFCFIRSTB,skip:current_through_FY2025
IEX,skip:current_through_FY2025
IFBIND,skip:current_through_FY2026
HEMIPROP,ok:ars_listed=5:downloaded=5:people_unique=2
IFCI,skip:current_through_FY2025
IGIL,skip:current_through_FY2026
IGL,skip:current_through_FY2025
IIFL,skip:current_through_FY2026
IIFLCAPS,skip:current_through_FY2025
IKS,skip:current_through_FY2025
IMFA,skip:current_through_FY2026
INDGN,skip:current_through_FY2026
INDIACEM,skip:current_through_FY2026
INDHOTEL,skip:current_through_FY2026
INDIAGLYCO,skip:current_through_FY2026
INDIAMART,skip:current_through_FY2026
INDIANB,skip:current_through_FY2026
INDIASHLTR,skip:current_through_FY2025
INDIGOPNTS,skip:current_through_FY2025
INDIGO,skip:current_through_FY2025
INDUSINDBK,skip:current_through_FY2025
INDUSTOWER,skip:current_through_FY2026
INOXGREEN,skip:current_through_FY2025
INOXINDIA,skip:current_through_FY2026
HERITGFOOD,ok:ars_listed=5:downloaded=5:people_unique=3
INOXWIND,skip:current_through_FY2025
INTELLECT,skip:current_through_FY2026
IOB,skip:current_through_FY2026
IONEXCHANG,skip:current_through_FY2025
IPCALAB,skip:current_through_FY2026
HEROMOTOCO,ok:ars_listed=5:downloaded=5:people_unique=8
IRCON,skip:current_through_FY2025
IRCTC,skip:current_through_FY2025
ICICIBANK,ok:ars_listed=5:downloaded=5:people_unique=2
IRFC,skip:current_through_FY2026
IREDA,skip:current_through_FY2025
INFY,no_extractable_people:dl=5
ITI,skip:current_through_FY2025
IRB,ok:ars_listed=5:downloaded=5:people_unique=3
JAIBALAJI,skip:current_through_FY2025
JAINREC,no_annual_reports
JAMNAAUTO,skip:current_through_FY2025
JAYNECOIND,skip:current_through_FY2025
JBCHEPHARM,skip:current_through_FY2026
JBMA,skip:current_through_FY2025
JINDALSAW,skip:current_through_FY2026
JINDALSTEL,skip:current_through_FY2025
JIOFIN,skip:current_through_FY2025
JKCEMENT,skip:current_through_FY2026
IXIGO,no_extractable_people:dl=2
JKLAKSHMI,skip:current_through_FY2026
JKPAPER,skip:current_through_FY2025
ITC,no_extractable_people:dl=5
JLHL,skip:current_through_FY2026
JKTYRE,skip:current_through_FY2026
JMFINANCIL,skip:current_through_FY2026
JPPOWER,skip:current_through_FY2026
JSFB,skip:current_through_FY2025
JSL,skip:current_through_FY2025
JSLL,skip:current_through_FY2025
JSWCEMENT,skip:current_through_FY2026
JSWINFRA,skip:current_through_FY2026
JSWDULUX,skip:current_through_FY2026
ITCHOTELS,no_extractable_people:dl=2
JSWSTEEL,skip:current_through_FY2026
JUBLINGREA,skip:current_through_FY2026
JUBLPHARMA,skip:current_through_FY2026
JUSTDIAL,skip:current_through_FY2025
JWL,skip:current_through_FY2025
JYOTICNC,skip:current_through_FY2025
IOC,ok:ars_listed=5:downloaded=5:people_unique=11
KAJARIACER,skip:current_through_FY2025
KALYANKJIL,skip:current_through_FY2025
KANSAINER,skip:current_through_FY2026
KARURVYSYA,skip:current_through_FY2025
KAYNES,skip:current_through_FY2025
KEC,skip:current_through_FY2026
KEI,skip:current_through_FY2025
KIMS,skip:current_through_FY2025
KIRLOSBROS,skip:current_through_FY2026
KIRLOSENG,skip:current_through_FY2026
KIRLPNU,skip:current_through_FY2026
JSWENERGY,no_extractable_people:dl=5
KNRCON,skip:current_through_FY2025
JYOTHYLAB,no_extractable_people:dl=5
KPIGREEN,skip:current_through_FY2025
KPIL,skip:current_through_FY2026
KPITTECH,skip:current_through_FY2025
KPRMILL,skip:current_through_FY2026
KRBL,skip:current_through_FY2025
KRN,skip:current_through_FY2025
KSB,skip:current_through_FY2025
KSCL,skip:current_through_FY2025
KTKBANK,skip:current_through_FY2025
LALPATHLAB,skip:current_through_FY2026
KFINTECH,ok:ars_listed=3:downloaded=3:people_unique=2
KITEX,ok:ars_listed=5:downloaded=5:people_unique=3
LEMONTREE,skip:current_through_FY2025
LENSKART,skip:current_through_FY2025
LGEINDIA,skip:current_through_FY2026
LICHSGFIN,skip:current_through_FY2025
LICI,skip:current_through_FY2026
LINDEINDIA,skip:current_through_FY2026
LLOYDSENGG,skip:current_through_FY2026
LLOYDSENT,skip:current_through_FY2026
LLOYDSME,skip:current_through_FY2026
LODHA,skip:current_through_FY2026
LOTUSDEV,skip:current_through_FY2025
KOTAKBANK,ok:ars_listed=5:downloaded=5:people_unique=1
LAURUSLABS,ok:ars_listed=5:downloaded=5:people_unique=3
LTFOODS,skip:current_through_FY2025
JUBLFOOD,ok:ars_listed=5:downloaded=4:people_unique=1
LTTS,skip:current_through_FY2026
LUMAXTECH,skip:current_through_FY2026
LTF,ok:ars_listed=5:downloaded=5:people_unique=1
LXCHEM,skip:current_through_FY2026
MAHABANK,skip:current_through_FY2026
LT,no_extractable_people:dl=5
MAHSEAMLES,skip:current_through_FY2025
LUPIN,ok:ars_listed=5:downloaded=5:people_unique=4
MAHSCOOTER,ok:ars_listed=5:downloaded=5:people_unique=1
MANORAMA,skip:current_through_FY2025
MANYAVAR,skip:current_through_FY2025
LTM,ok:ars_listed=5:downloaded=5:people_unique=6
MANAPPURAM,ok:ars_listed=5:downloaded=5:people_unique=2
MARKSANS,skip:current_through_FY2025
MARUTI,skip:current_through_FY2025
MASTEK,skip:current_through_FY2025
MANKIND,ok:ars_listed=4:downloaded=4:people_unique=5
MAPMYINDIA,ok:ars_listed=5:downloaded=5:people_unique=11
MCX,skip:current_through_FY2025
MEDANTA,skip:current_through_FY2025
MARICO,ok:ars_listed=5:downloaded=5:people_unique=3
MAZDOCK,no_extractable_people:dl=5
MEESHO,no_annual_reports
MAXHEALTH,ok:ars_listed=5:downloaded=5:people_unique=13
MGL,skip:current_through_FY2025
MEDPLUS,ok:ars_listed=5:downloaded=5:people_unique=10
METROPOLIS,ok:ars_listed=5:downloaded=5:people_unique=16
MFSL,ok:ars_listed=5:downloaded=5:people_unique=6
MOIL,skip:current_through_FY2025
MIDHANI,ok:ars_listed=5:downloaded=5:people_unique=3
MINDACORP,ok:ars_listed=5:downloaded=5:people_unique=2
MMTC,ok:ars_listed=5:downloaded=5:people_unique=2
MOTILALOFS,ok:ars_listed=5:downloaded=5:people_unique=18
MSTCLTD,skip:current_through_FY2025
MOTHERSON,ok:ars_listed=5:downloaded=5:people_unique=2
MRF,ok:ars_listed=5:downloaded=5:people_unique=9
MRPL,ok:ars_listed=5:downloaded=5:people_unique=8
MTARTECH,ok:ars_listed=5:downloaded=5:people_unique=1
NATCOPHARM,skip:current_through_FY2025
NATIONALUM,skip:current_through_FY2025
MSUMI,ok:ars_listed=5:downloaded=5:people_unique=7
NAVA,skip:current_through_FY2025
MPHASIS,ok:ars_listed=5:downloaded=5:people_unique=3
NAZARA,skip:current_through_FY2025
NAUKRI,ok:ars_listed=5:downloaded=5:people_unique=9
NAVINFLUOR,no_extractable_people:dl=5
MUTHOOTFIN,ok:ars_listed=5:downloaded=5:people_unique=4
NCC,ok:ars_listed=5:downloaded=5:people_unique=5
NESTLEIND,skip:current_through_FY2026
NETWEB,skip:current_through_FY2025
NETWORK18,skip:current_through_FY2025
NEOGEN,ok:ars_listed=5:downloaded=5:people_unique=4
NAM-INDIA,ok:ars_listed=5:downloaded=5:people_unique=2
NBCC,ok:ars_listed=5:downloaded=5:people_unique=4
NESCO,no_extractable_people:dl=5
NHPC,skip:current_through_FY2025
NEWGEN,ok:ars_listed=5:downloaded=5:people_unique=4
NEULANDLAB,ok:ars_listed=5:downloaded=4:people_unique=8
NLCINDIA,skip:current_through_FY2025
NMDC,skip:current_through_FY2025
NIVABUPA,ok:ars_listed=2:downloaded=2:people_unique=6
NSLNISP,skip:current_through_FY2025
NTPCGREEN,skip:current_through_FY2025
NUVAMA,skip:current_through_FY2025
NUVOCO,skip:current_through_FY2025
NFL,ok:ars_listed=5:downloaded=5:people_unique=5
OBEROIRLTY,skip:current_through_FY2026
NH,ok:ars_listed=5:downloaded=5:people_unique=12
OIL,skip:current_through_FY2025
OLAELEC,skip:current_through_FY2025
NIACL,ok:ars_listed=5:downloaded=5:people_unique=9
OFSS,ok:ars_listed=5:downloaded=5:people_unique=12
ONGC,skip:current_through_FY2025
OPTIEMUS,skip:current_through_FY2025
ORIENTCEM,skip:current_through_FY2026
ONESOURCE,no_extractable_people:dl=1
OSWALPUMPS,skip:current_through_FY2025
OLECTRA,no_extractable_people:dl=5
PARADEEP,skip:current_through_FY2025
PARAS,skip:current_through_FY2025
PARKHOSPS,no_annual_reports
PATANJALI,skip:current_through_FY2025
PAYTM,skip:current_through_FY2025
PCBL,skip:current_through_FY2025
PCJEWELLER,skip:current_through_FY2025
NYKAA,ok:ars_listed=5:downloaded=5:people_unique=6
PETRONET,skip:current_through_FY2025
NTPC,ok:ars_listed=5:downloaded=5:people_unique=1
ORKLAINDIA,ok:ars_listed=1:downloaded=1:people_unique=2
PFC,skip:current_through_FY2025
PGEL,skip:current_through_FY2025
PERSISTENT,ok:ars_listed=5:downloaded=5:people_unique=1
PHOENIXLTD,skip:current_through_FY2025
PICCADIL,skip:current_through_FY2025
PFIZER,ok:ars_listed=5:downloaded=5:people_unique=10
PIDILITIND,ok:ars_listed=5:downloaded=5:people_unique=9
PINELABS,no_annual_reports
PIRAMALFIN,no_extractable_people:dl=1
PNB,skip:current_through_FY2026
PFOCUS,ok:ars_listed=5:downloaded=5:people_unique=7
PNCINFRA,skip:current_through_FY2025
PNGJL,skip:current_through_FY2025
POLICYBZR,skip:current_through_FY2025
PGIL,ok:ars_listed=5:downloaded=5:people_unique=13
POLYMED,skip:current_through_FY2025
PIIND,ok:ars_listed=5:downloaded=5:people_unique=6
PNBHOUSING,ok:ars_listed=5:downloaded=5:people_unique=7
POLYCAB,no_extractable_people:dl=5
POWERMECH,skip:current_through_FY2025
POONAWALLA,ok:ars_listed=5:downloaded=5:people_unique=7
POWERGRID,no_extractable_people:dl=5
POWERINDIA,ok:ars_listed=5:downloaded=5:people_unique=2
PREMIERENE,skip:current_through_FY2025
PRAJIND,ok:ars_listed=5:downloaded=5:people_unique=10
PPLPHARMA,ok:ars_listed=4:downloaded=4:people_unique=5
PRESTIGE,ok:ars_listed=5:downloaded=5:people_unique=2
PTC,skip:current_through_FY2025
PTCIL,skip:current_through_FY2025
PURVA,skip:current_through_FY2025
PVRINOX,skip:current_through_FY2025
PRICOLLTD,ok:ars_listed=5:downloaded=5:people_unique=4
PWL,no_annual_reports
QPOWER,skip:current_through_FY2025
PRIVISCL,ok:ars_listed=5:downloaded=5:people_unique=4
PRSMJOHNSN,ok:ars_listed=5:downloaded=5:people_unique=5
RAIN,skip:current_through_FY2025
PRUDENT,ok:ars_listed=5:downloaded=5:people_unique=18
RALLIS,skip:current_through_FY2026
RADICO,ok:ars_listed=5:downloaded=5:people_unique=4
RATEGAIN,skip:current_through_FY2025
QUESS,ok:ars_listed=5:downloaded=5:people_unique=5
RAILTEL,ok:ars_listed=5:downloaded=5:people_unique=3
RAINBOW,ok:ars_listed=5:downloaded=5:people_unique=9
RBLBANK,skip:current_through_FY2025
RAMCOCEM,no_extractable_people:dl=5
RATNAMANI,ok:ars_listed=5:downloaded=5:people_unique=2
RAYMONDLSL,ok:ars_listed=2:downloaded=2:people_unique=3
RBA,ok:ars_listed=5:downloaded=5:people_unique=11
RCF,ok:ars_listed=5:downloaded=5:people_unique=3
RELAXO,skip:current_through_FY2025
RELIANCE,skip:current_through_FY2026
RELIGARE,skip:current_through_FY2025
RENUKA,skip:current_through_FY2025
REDTAPE,ok:ars_listed=4:downloaded=4:people_unique=9
RITES,skip:current_through_FY2025
RHIM,ok:ars_listed=5:downloaded=5:people_unique=10
RKFORGE,skip:current_through_FY2025
ROUTE,skip:current_through_FY2025
REDINGTON,ok:ars_listed=5:downloaded=5:people_unique=10
RTNINDIA,skip:current_through_FY2025
RPOWER,ok:ars_listed=5:downloaded=5:people_unique=9
RTNPOWER,skip:current_through_FY2025
RUBICON,no_annual_reports
SAATVIKGL,no_annual_reports
REFEX,ok:ars_listed=5:downloaded=5:people_unique=5
RRKABEL,ok:ars_listed=3:downloaded=3:people_unique=3
SAFARI,ok:ars_listed=5:downloaded=5:people_unique=7
SAILIFE,skip:current_through_FY2025
SAMHI,skip:current_through_FY2025
SAMMAANCAP,skip:current_through_FY2025
RVNL,ok:ars_listed=5:downloaded=5:people_unique=5
SAGILITY,ok:ars_listed=2:downloaded=2:people_unique=2
SANOFICONR,skip:current_through_FY2025
SANDUMA,no_extractable_people:dl=5
SARDAEN,skip:current_through_FY2025
SANSERA,ok:ars_listed=4:downloaded=4:people_unique=3
RECLTD,ok:ars_listed=5:downloaded=5:people_unique=1
SBICARD,skip:current_through_FY2025
SAIL,no_extractable_people:dl=5
SBIN,skip:current_through_FY2026
SBFC,ok:ars_listed=3:downloaded=3:people_unique=10
SCHNEIDER,skip:current_through_FY2025
SCI,skip:current_through_FY2025
SENCO,skip:current_through_FY2025
SAREGAMA,ok:ars_listed=5:downloaded=5:people_unique=9
SHAILY,skip:current_through_FY2025
SCHAEFFLER,ok:ars_listed=5:downloaded=5:people_unique=8
SBILIFE,ok:ars_listed=5:downloaded=5:people_unique=2
SHAREINDIA,skip:current_through_FY2025
SHILPAMED,skip:current_through_FY2025
SFL,ok:ars_listed=5:downloaded=5:people_unique=9
SHAKTIPUMP,ok:ars_listed=5:downloaded=5:people_unique=7
SHARDACROP,ok:ars_listed=5:downloaded=4:people_unique=3
SHYAMMETL,skip:current_through_FY2025
SHREECEM,no_extractable_people:dl=5
SHRIRAMFIN,ok:ars_listed=5:downloaded=5:people_unique=11
SIGNATURE,skip:current_through_FY2025
SJVN,skip:current_through_FY2025
SAPPHIRE,ok:ars_listed=5:downloaded=5:people_unique=12
SKFINDUS,no_extractable_people:dl=1
SKYGOLD,skip:current_through_FY2025
SMARTWORKS,skip:current_through_FY2025
SIEMENS,ok:ars_listed=5:downloaded=5:people_unique=5
SKFINDIA,ok:ars_listed=5:downloaded=5:people_unique=6
SOBHA,ok:ars_listed=5:downloaded=5:people_unique=11
SMLMAH,ok:ars_listed=5:downloaded=5:people_unique=13
SKIPPER,ok:ars_listed=5:downloaded=5:people_unique=3
SOLARINDS,ok:ars_listed=5:downloaded=5:people_unique=20
SOUTHBANK,ok:ars_listed=5:downloaded=5:people_unique=3
SPARC,ok:ars_listed=5:downloaded=5:people_unique=8
SONACOMS,ok:ars_listed=5:downloaded=5:people_unique=4
STARCEMENT,skip:current_through_FY2025
SPLPETRO,no_extractable_people:dl=5
SONATSOFTW,ok:ars_listed=5:downloaded=5:people_unique=3
STYL,no_annual_reports
STYRENIX,skip:current_through_FY2025
SUBROS,skip:current_through_FY2025
SRF,ok:ars_listed=5:downloaded=5:people_unique=5
STAR,ok:ars_listed=5:downloaded=5:people_unique=2
SUDEEPPHRM,ok:ars_listed=1:downloaded=1:people_unique=3
SUNDARMFIN,skip:current_through_FY2025
STARHEALTH,ok:ars_listed=5:downloaded=5:people_unique=7
SUNTECK,skip:current_through_FY2025
STLTECH,ok:ars_listed=5:downloaded=5:people_unique=7
SUNTV,skip:current_through_FY2025
SUPRIYA,skip:current_through_FY2025
SURYAROSNI,skip:current_through_FY2025
SUZLON,skip:current_through_FY2025
