role,name,qualification,experience,years_present,status,first_seen_in_ar
Managing Director,Promeet Ghosh,,,FY2023–FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9d66620-9aee-4d3d-ad7a-b72f80592ba8.pdf
Chairman,Hemant Nerurkar,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9d66620-9aee-4d3d-ad7a-b72f80592ba8.pdf
Managing Director,Shantanu Khosla,"mpany has resigned from his services and he will be relieved of his responsibilities w.e.f. 30 th May, 2022. Your Board o",,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/539876/73355539876.pdf
CFO,Kaleeswaran Arunachalam,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9d66620-9aee-4d3d-ad7a-b72f80592ba8.pdf
CFO,Sandeep Batra,"mpany has resigned from his services and he will be relieved of his responsibilities w.e.f. 30 th May, 2022. Your Board o",,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/539876/73355539876.pdf
