role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Manish Agarwal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e2f24421-61a1-46a4-a48a-614d15d8ac47.pdf
Managing Director,Rajeev Jhawar,"in which such Director is a member. @ Ceased to be a Director & Chairman with effect from 8th December, 2021. # Designa",,"FY2022,FY2023,FY2025,FY2026",current,https://www.bseindia.com/bseplus/AnnualReport/517146/73410517146.pdf
Managing Director,Sethurathnam Ravi,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e2f24421-61a1-46a4-a48a-614d15d8ac47.pdf
Chairman,Mukesh Rohatgi,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/517146/73410517146.pdf
Chairman,Ramni Nirula,,,"FY2022,FY2023,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/517146/73410517146.pdf
Chairman,Vijay Singh Bapna,,,"FY2022,FY2023,FY2025",exited,https://www.bseindia.com/bseplus/AnnualReport/517146/73410517146.pdf
Managing Director,Pravin Kumar Jain,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/517146/68944517146.pdf
CFO,Abhijit Paul,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/82f063b4-fbe8-464c-ad3e-61a66b8ed79b.pdf
CFO,Anirban Sanyal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/517146/73410517146.pdf
