role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Dinesh Kumar Mehrotra,r of International Operations at LIC. He holds a B.Sc. (Honours) degree from the University of Patna. Mr. Natarajan Sriniv,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/68748543232.pdf
Chairman,Natarajan Srinivasan,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/68748543232.pdf
Chairman,Nilesh Shah,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/73124543232.pdf
Chairman,Sundeep Sikka,"e to stay & grow” at the 17th CII Mutual Fund Summit held in Mumbai on May 3, 2023. The report was released by Mr. Manoj",,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4ca00883-5463-47e7-b433-59475e5d539e.pdf
Chairman,Supratim Bandyopadhyay,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/73124543232.pdf
Managing Director,Anuj Kumar,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/68748543232.pdf
Managing Director,Ram Charan Sesharaman,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/4ca00883-5463-47e7-b433-59475e5d539e.pdf
Managing Director,Ramcharan Sesharaman,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2ebec1a9-c62e-4343-a994-10bb5a9c4860.pdf
Managing Director,Sandeep Ramesh Kagzi,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/73124543232.pdf
Managing Director,Sesha Raman Ramcharan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/73124543232.pdf
CEO,Anuj Kumar,"the Indian subsidiary companies of the Company, be and is hereby approved, on such other terms and conditions as the N",,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/68748543232.pdf
CFO,Manikandan Gopalakrishnan,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/543232/68748543232.pdf
