role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anil Mahajan,,"hairman & Managing Director, 50+ years of experience. He co-founded our Company along with Rashmi Verm",FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e601977d-793d-41ab-8b7a-5ee052bd6b56.pdf
Chairman,Rakesh Kumar Verma,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/543425/74618543425.pdf
Chairman,Rakesh Kumar Verma-,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4998004-2317-41d0-bdc8-1df862945970.pdf
Chairman,Rakesh Kumar VermaGroup,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4998004-2317-41d0-bdc8-1df862945970.pdf
Chairman,Rakhi Prasad,,"hairman & Managing Director, 50+ years of experience. He co-founded our Company along with Rashmi Verm",FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e601977d-793d-41ab-8b7a-5ee052bd6b56.pdf
Chairman,Rohan Verma,,"hairman & Managing Director, 50+ years of experience. He co-founded our Company along with Rashmi Verm",FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e601977d-793d-41ab-8b7a-5ee052bd6b56.pdf
Chairman,Shambhu Singh,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e601977d-793d-41ab-8b7a-5ee052bd6b56.pdf
Managing Director,Rakesh Kumar Verma,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/630aa64c-6925-46de-96a6-0cb3f6e114d4.pdf
Managing Director,Rohan Verma,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/630aa64c-6925-46de-96a6-0cb3f6e114d4.pdf
CFO,Anuj Jain,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e4998004-2317-41d0-bdc8-1df862945970.pdf
CFO,Anuj Kumar Jain,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/b520297b-69df-4c18-a697-aba9ddfb443d.pdf
