role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Gyanesh Chaudhary,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Chairman,Hari Krishna Chaudhary,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Chairman,Krishna Kumar Maskara,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
Chairman,Ratnabali Kakkar,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Chairman,Sameer Nagpal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
Chairman,Subramanya Krishnappa,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Chairman,Sumit Binani,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
Managing Director,Krishna Kumar Maskara,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Managing Director,Neha Agrawal,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Managing Director,Sameer Nagpal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
CEO,Arun Mittal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
CEO,Sameer Nagpal,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6c7a8c92-9ac0-4808-ab88-937dd0c198ab.pdf
CFO,Ranjan Kumar Jindal,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
Chairman,Gyanesh Chaudhary Chairman,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e1932e27-3010-4f81-b0d0-e2a8e444670c.pdf
