role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Atul Joshi,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532966/71201532966.pdf
Chairman,Krishan Kumar Jalan,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Chairman,Rashmi Chowdhary,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532966/71201532966.pdf
Managing Director,Anil Kumar Agarwal,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Managing Director,Anil Kumar Agarwal-,"mmittees, which are responsible for and have a remit over key sustainability related policies, as below: TRSL has a dedic",,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Managing Director,Prithish Chowdhary,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/6cbbdabe-1537-4369-a65f-9bf5683eea53.pdf
Managing Director,Prithish Chowdhary Deputy,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Managing Director,Prithish Chowdhary- Deputy,"mmittees, which are responsible for and have a remit over key sustainability related policies, as below: TRSL has a dedic",,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
CFO,Saurav Singhania,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Chairman,Jagdish Prasad Chowdhary,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Chairman,Manoj Mohanka,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532966/71201532966.pdf
Chairman,Sunirmal Talukdar,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532966/71201532966.pdf
Chairman,Umesh Chowdhary,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca212532-88ec-485e-8c66-38e339545342.pdf
Managing Director,Sudipta Mukherjee,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532966/74637532966.pdf
CFO,Anil Kumar Agarwal,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532966/74637532966.pdf
