role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Meenakshi 
Nevatia",,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ff1835d-837a-4ff3-b857-2a61e2130207.pdf
Chairman,Pradip Shah,Non-Independent Director Mr. Pradip Shah holds an MBA from Harvard Business School and is both a Chartered Accountant and,"marketing professional with over 35 years of experience in brand creation, category development, and str",FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a636b83a-573c-48cc-a7bf-d9dfa9c34f5c.pdf
Chairman,Sonia Singh,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ff1835d-837a-4ff3-b857-2a61e2130207.pdf
Managing Director,Meenakshi Nevatia,". Ms. Meenakshi Nevatia, Managing Director, Mr. Amit Agarwal, Executive Director - Finance & Chief Financial Officer, Mr",,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a636b83a-573c-48cc-a7bf-d9dfa9c34f5c.pdf
Chairman,Meena Ganesh,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/ca2d461a-9579-4603-b773-388de30d5565.pdf
Chairman,Sunil Lalbhai,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a636b83a-573c-48cc-a7bf-d9dfa9c34f5c.pdf
Managing Director,Amit Agarwal,,,FY2024–FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/f95397ef-bd6f-4b5c-8ed6-151421762f49.pdf
Managing Director,Anil Wali,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500680/74114500680.pdf
Managing Director,Milind Patil,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a636b83a-573c-48cc-a7bf-d9dfa9c34f5c.pdf
Managing Director,Samir Kazi,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a636b83a-573c-48cc-a7bf-d9dfa9c34f5c.pdf
