role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Mathew Cyriac,,,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e5ade6a8-850d-416f-8286-812e491cb977.pdf
Chairman,Prasad Raghava Menon,"f the Nomination and Remuneration Committee shall be either two or one-third of the members of the committee, whichever i",,FY2024–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e5ade6a8-850d-416f-8286-812e491cb977.pdf
Chairman,Sowmyan Ramakrishnan,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
Chairman,"Srinivasagopalan 
Rangarajan",,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
Managing Director,Rekha Murthy Rangarajan,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
CFO,Venkatachalam Venkata Subramanian,,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
Managing Director,Rekha Rangarajan,,,FY2023–FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
Managing Director,Vijay Ananth,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5bac3c00-95c4-4039-9cfe-fdf8486fc34a.pdf
