role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Kamalvijay Tulsian,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Managing Director,Aman Ashwinbhai Desai,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Managing Director,"Aman Desai  
Promoter",,cutive Independent Director 15+ years of experience in Chartered Accountancy and Finance Purnima Des,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Managing Director,"Ashwin  
Jayantilal Desai",,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Managing Director,Purnima Ashwin Desai,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Managing Director,Rohan Ashwin Desai,,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
CFO,Faiz Arif Nagariya,,,"FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Aman Ashwinbhai Desai,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Arun Brijmohan Kanodiya,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Kamalvijay Ramchandra Tulsian,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Purnima Ashwin Desai,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Purnima Desai,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
Chairman,Rohan Ashwin Desai,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e44fc2c3-1c11-42db-9d90-36c5a4f5fc8e.pdf
