role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Vanitha Mohan,"from Coimbatore Institute of Technology, and an MBA (Gold Medalist) from Bharathiar University. He is currently respons","ement Studies, Delhi. He has 42 years of experience in the led of Trend Monitoring, Technology Road",FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/540293/69108540293.pdf
Managing Director,Vikram Mohan,,ent HMI design software with 21 years of experience. The special USP of this GUI creation tool are i,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/540293/69108540293.pdf
CFO,Priyadarsi Bastia,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/12c79cc4-ea38-49aa-ac82-3ca6f9a83a81.pdf
