role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Sajjan Bhajanka,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Managing Director,Prem Kumar Bhajanka,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/540575/75929540575.pdf
Managing Director,Sanjay Agarwal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Managing Director,"Tushar Bhajanka  
Deputy",,,FY2023–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5730997b-9d0b-4ad1-9187-ac352f01b73e.pdf
Chairman,Amit Kiran Deb,"rtise/ exposure. The Committee is chaired by Mr. Amit Kiran Deb. The meetings were held on 9th June, 2021; 13th August, 202",,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Chairman,Rajendra ChamariaVice,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/5730997b-9d0b-4ad1-9187-ac352f01b73e.pdf
Chairman,Sanjay Agarwal,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Managing Director,Pankaj Kejriwal,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/75929540575.pdf
Managing Director,Rajendra Chamaria,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Managing Director,Sajjan Bhajanka,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
Managing Director,Sajjan Bhajanka Chairman,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/75929540575.pdf
CEO,Sanjay Kumar Gupta,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
CFO,Manoj Agarwal,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/540575/71583540575.pdf
