role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Kulin Lalbhai,,,FY2023–FY2024,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/26b26a49-cfa1-4ce3-8308-76cb918b1a72.pdf
Chairman,Sanjay Lalbhai,,,"FY2021,FY2023,FY2024",current,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Arpit Patel,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Bakul Dholakia,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Dileep Choksi,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Dileep Choksi-,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Jayesh Shah,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Jayesh Shah-,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Nilesh Shah,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
Chairman,Nilesh Shah-,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/500101/69082500101.pdf
