role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Ashtbhuja Prasad Srivastava,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Chairman,Chandra Prakash Agrawal,n the next five years. The country is expected to be the world’s third largest construction market by 2024. The Governme,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Chairman,Nishi Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a294ff72-f379-4753-b926-a73624fefb48.pdf
Chairman,Pankaj Khanna,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a294ff72-f379-4753-b926-a73624fefb48.pdf
Chairman,Smita Modi,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a294ff72-f379-4753-b926-a73624fefb48.pdf
Chairman,Udit Agarwal,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/76024532726.pdf
Managing Director,"Chandra Prakash 
Agrawal","Company, subject to such other approvals as may be required, the approval of Members of the Company be and is hereby a",,"FY2021,FY2022,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Managing Director,Prashant Jalan,"tions, 2015 and subject to such approvals as may be necessary, consent of the Company, be and is hereby accorded for inc",,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Managing Director,"Prem 
Prakash Agrawal",,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a294ff72-f379-4753-b926-a73624fefb48.pdf
CEO,Mayank Agrawal,,,FY2022–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/76024532726.pdf
CFO,Sandip Kumar Agarwal,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Chairman,Chandra Prakash Agrawal-,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
Chairman,Jyotirindra Nath Dey,,,FY2021–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/532726/69382532726.pdf
CFO,Amit Jalan,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/532726/76024532726.pdf
CFO,Sandeep Kumar Agarwal,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/7010a9df-fc49-4574-b8d4-a40a08d917c0.pdf
