role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Barada Kanta 
Mishra",,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=adda9211-d30c-4b15-abdb-5633d9eb1066.pdf
Chairman,Kiran Dhingra,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=adda9211-d30c-4b15-abdb-5633d9eb1066.pdf
Chairman,Latha Ravindran,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0cbcd40-a9a0-4f0d-be63-14c29491f450.pdf
Chairman,Naina Lal Kidwai,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=adda9211-d30c-4b15-abdb-5633d9eb1066.pdf
Chairman,Shobhana Bhartia,,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=adda9211-d30c-4b15-abdb-5633d9eb1066.pdf
Chairman,"Subhrakant 
Panda",,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
Managing Director,Bijayananda Mohapatra,,"Bijayananda Mohapatra in his over 12 years of experience at IMFA, has held various roles, including Head",FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0cbcd40-a9a0-4f0d-be63-14c29491f450.pdf
Managing Director,"Subhrakant 
PandaPromoter",,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=adda9211-d30c-4b15-abdb-5633d9eb1066.pdf
Managing Director,Subhrakant Panda,,,FY2022–FY2026,current,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
CFO,Saunak Gupta,,,FY2025–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0cbcd40-a9a0-4f0d-be63-14c29491f450.pdf
Chairman,Bijoy Kumar Das,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
Chairman,Ila Panda,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/cae0bb53-5cd1-449d-b537-765e80cd5fdb.pdf
Chairman,Nalini Ranjan Mohanty,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
Chairman,Sudhir Prakash Mathur,,,FY2022–FY2024,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
Managing Director,Barada Kanta Mishra,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0cbcd40-a9a0-4f0d-be63-14c29491f450.pdf
Managing Director,Bijayananda  MohapatraExecutive,,,FY2025,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a0cbcd40-a9a0-4f0d-be63-14c29491f450.pdf
Managing Director,Chitta Ranjan Ray,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
Managing Director,Ila Panda,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/68697533047.pdf
Managing Director,Subhrakant Panda Promoter,,,FY2022–FY2025,exited,https://www.bseindia.com/bseplus/AnnualReport/533047/73345533047.pdf
