role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anjani Kumar Agrawal,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2aeeb0a-2262-4067-8c23-565c76fffb85.pdf
Chairman,Balkrishan Goenka,,,"FY2021,FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/532144/69415532144.pdf
Chairman,Dipali Sheth,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2aeeb0a-2262-4067-8c23-565c76fffb85.pdf
Chairman,Manish Chokhani,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/a2aeeb0a-2262-4067-8c23-565c76fffb85.pdf
Managing Director,Vipul Mathur,,,FY2021–FY2025,current,https://www.bseindia.com/bseplus/AnnualReport/532144/69415532144.pdf
CFO,Percy Birdy,,,"FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/56cb971d-7fb3-4b1e-b990-2e0e63cd47ca.pdf
Chairman,Amita Misra,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532144/69415532144.pdf
Chairman,Arun Todarwal,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532144/73549532144.pdf
Chairman,Revathy Ashok,,,FY2022–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/532144/73549532144.pdf
CFO,Percy Birdy-,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/56cb971d-7fb3-4b1e-b990-2e0e63cd47ca.pdf
