role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,"Hari Krishan 
AgarwalMember",,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/33c67566-ef1f-4748-98b7-60e4c0859747.pdf
Chairman,Hari Krishan Agarwal,,,FY2022–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2dbb57f5-ca78-4dd7-87b8-e134d3a75d74.pdf
Managing Director,Nikhil Aggarwal,,,"FY2022,FY2023,FY2025",current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2dbb57f5-ca78-4dd7-87b8-e134d3a75d74.pdf
Managing Director,Nikhil AggarwalMember,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9b82406-ec50-4548-891c-10956a886c69.pdf
CEO,Nikhil Aggarwal,"ear brand. An alumnus of Purdue University with a B.Sc. in Industrial Engineering, he has also sharpened his leadership thro",,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/e9b82406-ec50-4548-891c-10956a886c69.pdf
CFO,Sanjay Chhabra,,,FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/33c67566-ef1f-4748-98b7-60e4c0859747.pdf
Chairman,Harikishan Agarwal,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/33c67566-ef1f-4748-98b7-60e4c0859747.pdf
CFO,Raman Chawla,,,FY2022–FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/2dbb57f5-ca78-4dd7-87b8-e134d3a75d74.pdf
