role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Amita Birla,2022 It is the responsibility of Directors to submit relevant documen,,FY2023–FY2026,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/3529cf7f-bebf-4872-8b65-d582bcaff338.pdf
CEO,Angan Guha,024 - It is the responsibility of Directors to submit relevant documents with complete and accurate information in accordan,,FY2026,current,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8d64521f-6cc7-4765-bfc3-4caa7b3eb698.pdf
