role,name,qualification,experience,years_present,status,first_seen_in_ar
Chairman,Anil Chanana,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/944198dd-f695-489a-b70c-d10aa0b85f42.pdf
Chairman,Anil Kumar Chanana,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/944198dd-f695-489a-b70c-d10aa0b85f42.pdf
Chairman,Guillaume Boutin,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/944198dd-f695-489a-b70c-d10aa0b85f42.pdf
Chairman,Harita Gupta,,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/944198dd-f695-489a-b70c-d10aa0b85f42.pdf
Managing Director,Harita Gupta,ry clear that the global temperature rise has to be kept below 1.5 degree Celsius from pre-industrial levels to avoid dis,,FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/944198dd-f695-489a-b70c-d10aa0b85f42.pdf
Managing Director,Rajdipkumar Gupta,available on the website of the Company and can be accessed at https://www.routemobile.com/ corporate-policies. 19. Decl,,"FY2021,FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
CEO,"Messaging
Robin Sullivan",ired by Route Mobile in August 2016. He holds an MBA from the University of Central Florida. Route Mobile | Annual R,"d telecoms professions, with over 26 years of experience in the telecoms space, that spans Network Operat",FY2024–FY2025,current,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9d78be8-cdbe-4476-ac3a-9bad8c715ae7.pdf
CFO,Suresh Jankar,available on the website of the Company and can be accessed at https://www.routemobile.com/ corporate-policies. 19. Decl,,"FY2021,FY2022,FY2023,FY2025",current,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Chandrakant Gupta,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Guillaume Antoine Boutin,,,FY2024,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/c9d78be8-cdbe-4476-ac3a-9bad8c715ae7.pdf
Chairman,Nimesh Salot,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Ramachandran Sivathanu,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Ramchandran Sivathanu,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Sandip Gupta,,"dia) Private Limited. He has over 20 years of experience in audit and accounts, business analysis, SAP con",FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/73631543228.pdf
Chairman,Sandipkumar Gupta,,,FY2021–FY2023,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Chairman,Sudha Navandar,,,FY2021–FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
Managing Director,Bhaskar Pramanik,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0aa8ce64-3986-4169-9288-a783e6ee2426.pdf
Managing Director,Nimesh Salot,,,FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/73631543228.pdf
Managing Director,Rajdip Gupta,,"dia) Private Limited. He has over 20 years of experience in audit and accounts, business analysis, SAP con",FY2022,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/73631543228.pdf
Managing Director,Rathindra Das,,,FY2021,exited,https://www.bseindia.com/bseplus/AnnualReport/543228/68911543228.pdf
CEO,"Messaging
Robin",ired by Route Mobile in August 2016. He holds an MBA from the University of Central Florida. Robin Sullivan Chief Executi,"seasoned professional, with over 27 years of experience in the telecoms space, that spans network operat",FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0aa8ce64-3986-4169-9288-a783e6ee2426.pdf
CFO,Rajdipkumar Gupta,,,FY2023,exited,https://www.bseindia.com/xml-data/corpfiling/AttachHis/0aa8ce64-3986-4169-9288-a783e6ee2426.pdf
